_record_id,name_history,name,ico,address,legal_form,region,date_start,date_end,activity1,activity2,account_sector,ownership,size,source_url
3217,"",Obec Radobica,00318451,"Radobica 124,  972 48 Radobica","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3218
3218,"",Obec Ráztočno,00318469,"Morovnianska 464/1,  972 31 Ráztočno","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3219
3219,"",Obec Sebedražie,00318485,"Sebedražie ,  972 05 Sebedražie","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3220
3220,"",Obec Šútovce,00318507,",  972 01 Šútovce","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3221
3221,"",Obec Temeš,00318515,"Temeš ,  972 29 Temeš","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3222
3222,"",Obec Tužina,00318523,"Tužina ,  972 14 Tužina","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3223
3223,"",Obec Valaská Belá,00318531,"Dedina 1,  972 28 Valaská Belá","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3224
3224,"",Obec Veľká Čausa,00318540,"Veľká Čausa 83,  971 01 Veľká Čausa","Obec (obecný úrad), mesto (mestský úrad)",Prievidza,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3225
3225,"",Obec Bátka,00318604,"Bátka 161,  980 21 Bátka","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3226
3226,"",Obec Belín,00318612,"Belín ,  980 01 Belín","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3227
3227,"",Obec Blhovce,00318621,"Blhovce ,  980 32 Blhovce","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3228
3228,"",Obec Bottovo,00318639,"Bottovo ,  980 41 Bottovo","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3229
3229,"",Obec Cakov,00318647,"Cakov ,  980 42 Cakov","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3230
3230,"",Obec Číž,00318655,"Číž ,  980 43 Číž","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3231
3231,"",Obec Dubovec,00318663,"Dubovec 23,  980 41 Dubovec","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3232
3232,"",Obec Figa,00318671,"Figa ,  982 51 Figa","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3233
3233,"",Obec Gemer,00318680,"Gemer 274,  982 01 Gemer","Obec (obecný úrad), mesto (mestský úrad)",Revúca,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3234
3234,"",Obec Gemerská Panica,00318698,"Gemerská Panica ,  980 46 Gemerská Panica","Obec (obecný úrad), mesto (mestský úrad)",Rožňava,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3235
3235,"",Obec Gemerská Ves,00318701,"Gemerská Ves 109,  982 62 Gemerská Ves","Obec (obecný úrad), mesto (mestský úrad)",Revúca,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3236
3236,"",Obec Gemerský Jablonec,00318710,"Gemerský Jablonec ,  980 35 Gemerský Jablonec","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3237
3237,"",Obec Gortva,00318728,"Gortva ,  980 02 Gortva","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3238
3238,"",Obec Hajnáčka,00318736,"Hajnáčka ,  980 33 Hajnáčka","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3239
3239,"",Mesto Hnúšťa,00318744,"Francisciho 74,  981 01 Hnúšťa","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3240
3240,"",Obec Hodejov,00318752,"Hodejov 141,  980 31 Hodejov","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3241
3241,"",Obec Hostice,00318761,"Hostice ,  980 04 Hostice","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3242
3242,"",Obec Hrachovo,00318779,"Mieru 35,  980 52 Hrachovo","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3243
3243,"",Obec Hrnčiarska Ves,00318787,"Hrnčiarska Ves ,  980 13 Hrnčiarska Ves","Obec (obecný úrad), mesto (mestský úrad)",Poltár,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3244
3244,"",Obec Hrnčiarske Zalužany,00318795,"Hlavná 90,  980 12 Hrnčiarske Zalužany","Obec (obecný úrad), mesto (mestský úrad)",Poltár,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3245
3245,"",Obec Hrušovo,00318809,"Hrušovo ,  980 25 Hrušovo","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3246
3246,"",Obec Husiná,00318817,"Husiná ,  985 42 Husiná","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3247
3247,"",Obec Chanava,00318825,"Chanava ,  980 44 Chanava","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3248
3248,"",Obec Jesenské,00318833,"Jesenské ,  980 02 Jesenské","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3249
3249,"",Obec Kaloša,00318841,"Kaloša 62,  982 52 Kaloša","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3250
3250,"",Obec Klenovec,00318850,"Nám.Karola Salvu 1,  980 55 Klenovec","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3251
3251,"",Obec Konrádovce,00318868,"Konrádovce ,  980 32 Konrádovce","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3252
3252,"",Obec Kráľ,00318876,"Kráľ 223,  980 45 Kráľ","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3253
3253,"",Obec Kružno,00318884,"Kružno ,  979 01 Kružno","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3254
3254,"",Obec Lenartovce,00318892,"Hlavná 97,  980 44 Lenartovce","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3255
3255,"",Obec Lukovištia,00318906,"Lukovištia ,  980 26 Lukovištia","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3256
3256,"",Obec Martinová,00318914,",  980 41 Martinová","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3257
3257,"",Obec Valice,00318922,"Valice 6,  982 52 Valice","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3258
3258,"",Obec Nová Bašta,00318931,",  980 34 Nová Bašta","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3259
3259,"",Obec Orávka,00318949,",  980 42 Orávka","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3260
3260,"",Obec Otročok,00318957,",  982 62 Otročok","Obec (obecný úrad), mesto (mestský úrad)",Revúca,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3261
3261,"",Obec Ožďany,00318965,"Ožďany 160,  980 11 Ožďany","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3262
3262,"",Obec Petrovce,00318973,"Petrovce 19,  980 35 Petrovce","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=3263
3263,"",Obec Radnovce,00318981,"Radnovce ,  980 42 Radnovce","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3264
3264,"",Obec Ratková,00318990,"Ralková ,  982 65 Ratková","Obec (obecný úrad), mesto (mestský úrad)",Revúca,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3265
3265,"",Obec Ratkovské Bystré,00319007,"Ratkovské Bystré ,  982 66 Ratkovské Bystré","Obec (obecný úrad), mesto (mestský úrad)",Revúca,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3266
3266,"",Obec Rimavská Baňa,00319015,"Hlavná 168/4,  980 53 Rimavská Baňa","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=3267
3267,"",Obec Rimavská Seč,00319023,"Rimavská Seč ,  980 42 Rimavská Seč","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3268
3268,"",Mesto Rimavská Sobota,00319031,"Svätoplukova 9,  979 01 Rimavská Sobota","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3269
3269,"",Obec Rimavské Brezovo,00319040,"Rimavské Brezovo ,  980 54 Rimavské Brezovo","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3270
3270,"",Obec Rimavské Janovce,00319058,"Rimavské Janovce 301,  980 01 Rimavské Janovce","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=3271
3271,"",Obec Rovné,00319066,"Rovné ,  982 67 Rovné","Obec (obecný úrad), mesto (mestský úrad)",Rimavská Sobota,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=3272
3272,"",Obec Skerešovo,00319074,"Skerešovo ,  982 63 Skerešovo","Obec (obecný úrad), mesto (mestský úrad)",Revúca,1973-07-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Miestna samospráva,Vlastníctvo územnej samosprávy,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=3273
